Id,SalePrice
2658,143378.35535521276
2718,155049.40142619266
2414,221913.2861752209
1989,107158.73981481433
625,172874.3264194505
333,78127.13108059857
1327,104373.52599061854
858,149519.93569541842
95,175724.46523343996
1568,168570.36348735206
2482,146386.82351932765
1364,123533.4990334734
2584,138941.70309691824
818,257314.51949982945
2673,136448.35089873866
2089,107488.79473855004
1297,170680.538068924
790,117336.33434062447
2616,197032.68380262403
720,179211.09409972583
222,150585.05768814142
557,132073.35411859408
1148,181489.63628246242
2766,186444.76100014418
534,186120.82287455414
1452,114317.94092785999
630,111502.24364614525
2648,103269.63882065356
125,160802.8333620821
1904,69855.58284765575
1670,98131.19481469925
756,97953.18911327406
717,194078.19733269006
1032,158949.87133471458
852,211627.8611928741
1731,182228.37541452952
2639,115285.07007905151
2071,77987.20024588822
1267,130386.28305646381
1851,198535.1977655138
567,171011.3583277008
2439,203067.19777511855
1898,153157.00473288848
647,163401.05627234414
2256,207123.0431310834
979,89827.02378600699
1444,217163.11981097644
2485,118968.66746857867
157,129515.16380846662
88,118885.14903691458
2003,105623.42744284586
186,201078.98115703743
1425,233271.3153322409
2695,127099.79261918704
738,102699.43032924211
395,157133.4033456072
1353,167071.87072530133
1878,138423.47220476114
390,151069.97709648655
1456,231515.22163901784
1103,325087.0512734289
1387,139904.71120215644
2070,146876.49880264114
1199,166622.87290760677
2479,176356.77931205928
501,307370.62699220364
2362,91742.09901013444
1718,219178.18871615216
2188,98030.471152935
1483,150433.4746037003
2557,94855.04708800428
437,354123.972043701
2224,217426.35433712672
1628,165542.90061263705
397,130880.65719628116
587,190689.9600363713
2182,557579.1253234126
971,157998.37541191527
2611,131122.23700684612
1887,101826.57210748398
2399,354624.7174844891
2148,195227.4486691025
304,125645.27440268267
1997,121340.18685183875
2817,107171.78182629446
1431,219804.30788729433
427,323080.96512492595
263,123431.83937968085
598,175766.190486707
2895,238957.00851116632
687,128999.51000238176
1822,132226.59106399745
2191,97816.89659975652
179,122645.01038368171
1009,225101.71124967135
2010,133446.22054320844
1991,130237.43971906396
1411,193074.3058623527
1721,229495.8557860573
