Id,SalePrice
2658,134975.41882432142
2718,168089.3658247966
2414,221769.3125126821
1989,116796.88891960293
625,175775.6231825705
333,86633.17439597196
1327,103552.55051886503
858,149886.91208575992
95,186092.5399557653
1568,164672.77486907423
2482,161116.72035620874
1364,120565.84606705833
2584,151883.77175458398
818,256446.65137803316
2673,157442.46740051
2089,123610.49580019013
1297,153932.85282505068
790,118724.18977455815
2616,193266.45537274273
720,198498.86871998603
222,148121.4542660062
557,128772.26604100366
1148,191197.54973501916
2766,167255.25899856712
534,187950.95304893353
1452,119171.70462944462
630,131827.23762348155
2648,129800.24709969782
125,165204.66566977045
1904,44049.76789792978
1670,106386.67590385194
756,99777.23560431991
717,230765.87487943398
1032,166517.64332261437
852,212885.62846543555
1731,182660.85590037616
2639,122057.45552075416
2071,71172.87015878699
1267,129108.91765585012
1851,193436.3355542246
567,171085.3982254034
2439,207931.51767145924
1898,154206.7353325109
647,169926.57638953286
2256,216606.2789572658
979,94595.80418241076
1444,222346.65098504318
2485,122245.69880357037
157,122139.4991491353
88,127340.83301463746
2003,111427.1100156978
186,205929.7344069663
1425,237662.203455201
2695,126969.75188303598
738,105059.471030267
395,154324.38821038345
1353,168168.27293957566
1878,145743.90249946318
390,167166.42910684287
1456,233633.4274548252
1103,317581.248890257
1387,134377.0746922377
2070,143787.22528815703
1199,176291.83255480658
2479,182567.09212939328
501,289361.3771198746
2362,94418.18786156607
1718,222846.93670663936
2188,83032.03066947321
1483,167691.8293029526
2557,82752.17764187038
437,331505.52988865366
2224,196676.8934478289
1628,181364.4194637693
397,132934.10046318348
587,195500.57015466088
2182,510735.31013299734
971,146715.58002317516
2611,151039.98776876315
1887,91324.19044269875
2399,338026.8564661211
2148,204687.4518531024
304,131594.22721456806
1997,136727.99566970405
2817,114411.04335956946
1431,201591.06538488326
427,321255.7878633124
263,125619.312263058
598,179540.61199096826
2895,220418.63675074355
687,143518.78894515662
1822,136933.97610730657
2191,102224.63889955329
179,119541.60121986357
1009,224372.97651753773
2010,119573.71518356328
1991,144834.35083803767
1411,184075.52302861732
1721,234338.33362467683
1144,195225.0834080088
593,218996.25704502017
575,290451.4617302617
1249,177150.78555479084
1604,122119.63550162694
1064,416438.9986630009
1923,161424.79718661727
1988,107959.48647697276
2325,176235.98626600797
114,201555.91204318465
2700,182428.01175690265
217,137463.43891447363
343,183480.693282525
386,225100.1529928348
2005,107976.05341743019
2908,132851.62348401625
1814,243456.34195248876
2446,415041.6008719031
208,143531.9027215048
1679,104869.08281092078
822,300391.95009605004
6,193922.80260734848
1781,354313.4827933842
2397,284551.16267861053
2340,287279.4758647952
1618,165294.09706790483
2843,150661.3484985844
1061,336744.1903489921
2786,123773.13321495891
1935,136255.41835837832
1341,116022.66761113623
521,254891.02970810852
2136,134386.81154268663
996,195825.3356426016
227,145489.32862486408
135,182257.1915321017
1167,156577.95766029652
294,224141.64952175785
1776,208931.6113546194
540,178864.58476810835
1717,230007.68668108905
2303,125049.39770844782
116,191631.76483358358
127,131389.06376854877
1371,128937.82825466641
1014,164065.05534922992
1507,93111.4415758527
702,135101.77848560506
750,148172.44989750005
261,150181.98886234008
1559,65384.25089820064
577,220608.47682704532
2812,199924.6061914455
2080,165590.34366114138
1368,113816.31648342598
