Id,SalePrice
2658,141767.59124413138
2718,156372.3829399421
2414,220701.23803102196
1989,110095.37016712275
625,177527.86607246814
333,84257.41972599142
1327,104870.41644413126
858,151422.1119824615
95,184366.3951764392
1568,165979.5698038811
2482,148728.1185107483
1364,119632.7577527282
2584,148586.0329347584
818,258218.88600068624
2673,161842.004706759
2089,114358.5720594172
1297,166225.47088015327
790,121080.42494916148
2616,197823.5971734637
720,180693.80685344577
222,154622.0981374038
557,129014.70366154118
1148,183420.9093732811
2766,174629.92893936555
534,182934.00014423422
1452,119901.30742821482
630,119607.21128771041
2648,118130.58006039637
125,162183.2457363409
1904,59145.51525148537
1670,102748.22202052452
756,96883.36642731578
717,207321.46038396572
1032,160966.464899825
852,210712.24291897763
1731,181841.42567642976
2639,123467.16600029016
2071,76592.91483373793
1267,128191.57038265702
1851,197212.91834764992
567,175278.028650172
2439,202889.25615956803
1898,153677.7735572363
647,161145.97279483444
2256,212830.9500297374
979,92767.48066817955
1444,220033.0765059694
2485,120568.7004881293
157,128752.26025305915
88,118710.80045157758
2003,109294.81055563444
186,200934.59701844328
1425,234342.1692106769
2695,122742.03634274207
738,105000.1086748899
395,156150.6708813155
1353,167844.23719306808
1878,142106.35827843726
390,157710.03190124902
1456,231595.18892048276
1103,321081.7182254067
1387,129616.37494725533
2070,143462.04824698335
1199,169017.5037673991
2479,178866.0245260361
501,300911.5751921907
2362,91187.31628220924
1718,222675.57489349536
2188,84051.69842129914
1483,160041.62610973456
2557,90703.88615061452
437,339396.1744769405
2224,204439.68834968458
1628,172157.97351452248
397,135688.36776867363
587,192085.03760502907
2182,532154.344055505
971,149019.94579072244
2611,131704.0822876572
1887,99698.55446917878
2399,346008.3242395781
2148,198341.40970899642
304,123974.67215281221
1997,131132.9953527151
2817,109422.15984981108
1431,207634.39267061948
427,323477.14961966773
263,126343.5866011983
598,172988.9068215718
2895,224931.92125899362
687,129996.13222569147
1822,134720.6612408531
2191,100167.12664410047
179,122394.1508400994
1009,225540.1307357145
2010,128909.34764356996
1991,134118.0141310807
1411,195384.77885105816
1721,229267.49770230107
1144,193038.07655431176
593,214357.51485878913
575,299279.74945382285
1249,173846.40654295805
1604,122089.06993950397
1064,443524.08272879996
1923,153796.537536866
1988,114871.27794736408
2325,173287.6985824438
114,201477.71064870345
2700,174874.7615421461
217,137941.5444344646
343,180914.7169858438
386,221376.5318953486
2005,109745.68674962342
2908,140185.93323212722
1814,239224.76761390595
2446,431253.0389644271
208,137387.0391118046
1679,104486.44272432421
822,295216.24209802866
6,194111.63761658373
1781,366447.60328439873
2397,294859.34045318887
2340,298631.03887314
1618,170784.42800288988
2843,133703.10975721045
1061,347613.93337308
2786,128733.13446521814
1935,133913.64756769768
1341,116418.22146197746
521,258840.9231238559
2136,132836.67574666094
996,200978.11260289588
227,142576.13641166425
135,178771.93917128953
1167,160349.23454257046
294,227030.94696840132
1776,212452.03341941105
540,161663.90982368749
1717,231900.26445504796
2303,129931.00736562029
116,188841.54231710438
127,139408.9739347563
1371,126854.4749190541
1014,154946.4934593288
1507,102971.65953926195
702,121966.11059937158
750,149418.15476084308
261,149964.13608581902
1559,60695.23277116699
577,226562.55852125195
2812,196054.18121983617
2080,160685.81003340916
1368,113571.90310387831
2376,120738.45438971434
659,118279.10381539358
1235,135806.85464267863
332,71258.88260801512
1917,146950.41385986572
2094,236498.22344257362
1460,249895.79847170168
1471,217565.3788989055
1509,120291.51880976002
1922,127862.82113658029
433,486984.99805689853
460,251724.52325595432
1116,233817.57928524743
1137,161761.95217324072
53,163398.65382010775
2354,272280.673429125
1475,194156.65458757037
1761,479223.0315539532
842,142329.58903494073
2739,174060.4002177074
2509,154082.24142857792
1007,205281.09668063355
2610,185612.54094277407
1952,90676.75534983272
2719,160517.3523493541
2921,78727.17760249042
1966,152255.55869998533
292,123968.23309863238
1204,186799.64560781338
1829,247172.01981805725
2419,194117.29893068332
391,149028.79628390144
798,116402.14154809233
481,201155.82099279246
193,199404.16027681905
555,117357.06848801572
899,62195.94938610378
2357,176306.18730697577
328,132393.89511839164
1356,111853.13918823077
1154,100793.36657933898
1730,185516.27072999
2249,162923.68306188032
1119,284661.91004889796
2856,146949.32270883454
1394,129722.77093937353
2587,113622.06701682738
61,302237.9519393211
2661,170460.87298734544
2711,129754.11698797351
1147,181921.07243854465
757,121576.15318328346
2623,106806.16618431083
2378,133267.69647816892
1413,136077.118136831
1722,219217.7274608233
1112,227326.43580376514
1623,195375.7287848039
1201,190872.6953079378
1513,115336.39613183637
957,370249.95378393854
1171,251390.4503669151
1145,193995.62202264005
2726,234278.56323374336
703,152044.27909342345
760,106546.30535939419
1964,152880.58859171448
2512,182207.11150857017
159,148843.1697532523
1281,169433.25051758962
468,193614.86661177909
290,125823.5128137639
665,106927.27433469107
1463,246812.5125284593
1792,226506.5861830006
923,174296.40500714898
500,273142.88423423935
1408,185298.31171874012
331,77923.20010472018
170,118137.76200443888
2192,95002.41948700695
2571,282302.73274060915
2314,171575.73332067463
2647,88592.88795148977
422,384032.65971391334
2457,337733.2046413439
1838,198502.54453409964
2805,246833.2910781177
1645,147046.10992246593
1711,292906.2121612957
2825,242149.5604148045
322,305418.99960714334
2103,251392.69822522905
342,120642.24166958813
600,125146.54334591219
488,175437.956123198
1725,292161.8013219386
2246,294285.82509209844
2847,154179.07155971904
806,231692.6761086886
530,234418.34499506146
963,194990.07752124275
2678,103794.245558897
171,80254.18713784846
2401,389795.12126241846
805,220147.50684304003
2259,236141.22456779896
1748,184802.81045558478
1361,136329.23008683207
1677,108100.4555347428
1406,159518.95023077846
2322,252378.73318208836
688,151750.0179839902
143,149276.06114087038
804,207132.2125287347
1214,177624.2007595734
2828,145566.53709589186
1999,194003.29675541437
2467,209622.17576808628
2665,159645.1546211647
1538,322490.77328602667
398,117945.58537141775
2822,154554.093818056
2157,148954.89785395193
1856,197877.57729997157
1269,91033.26512471992
2570,116733.42039878955
2320,235408.676838016
1517,129822.67476890709
2304,130746.09116659661
1312,92439.20038392846
2012,134404.5470000339
506,249994.9950592299
2865,215522.4716468114
2367,97171.3485587934
554,88976.71880537385
238,140135.86204749893
1954,102112.04140871226
2488,115012.25705218976
2291,62640.735476088244
1969,106710.94111686741
2725,165232.51096931304
1482,156552.31324768387
2763,201649.46312328964
503,264008.86336956726
1584,243481.80827644485
1531,157819.42697233116
2210,193813.15643424648
459,310543.76082141075
556,131090.43900115622
1347,128246.84107077637
1290,69181.72808199293
1388,97866.76113282896
1571,294606.07184617856
2754,208757.02117963796
765,145179.74468357625
2494,126883.58426279858
2870,230884.4656202704
7,224036.2085136842
1114,243427.2704545632
2418,271449.26931795874
291,141035.50847420827
18,334718.0064367078
39,357758.2638658946
1001,255099.11072626378
2442,227338.24056505205
616,117059.9455620622
2680,80471.33121911809
1414,122576.83516958432
289,154900.75279420055
40,262634.7368151883
860,137909.35192164968
409,136388.43476254455
673,162133.52179782302
2427,177370.23367086044
2036,208669.45621441197
2564,139402.0728220152
642,153554.4981567171
1008,181120.01762416397
1908,143995.8733525591
2519,194785.20610930258
1369,92187.75743555144
2855,170299.69160389315
712,97168.06862784138
1943,112012.13941623035
1958,122494.560151093
107,163536.50230791955
2295,207995.69502618414
704,105431.61981496951
676,149562.84922216114
259,182660.52478762
93,286125.98388428835
106,241694.6014433855
2315,174552.97941970752
1050,102108.76562742089
1095,208391.04055301013
2709,155622.50631124765
758,130056.89435415284
1496,162060.82596745863
2370,114922.14267564125
2458,280973.72662889044
2733,144030.16231628376
161,241349.02493072068
726,147459.228812265
845,209776.67566842487
947,247807.25290987507
2232,113537.38802245689
2563,138954.21554975287
2299,154798.9553561697
211,67998.52793522768
605,148154.0827008009
1478,196133.5495663613
2247,277875.459479479
2274,216572.09561417316
2869,227682.53531651694
967,211336.9698132015
2656,119086.77262026773
667,186643.62772425657
1042,108805.19734845341
2023,161895.64898967693
2447,354572.37611798674
2055,123042.33295935916
2275,279727.4806538296
2204,175591.65536049014
1563,278070.0236305025
483,222337.58970078832
796,128343.85123228631
1526,155449.6554745026
2042,122996.64443745445
442,324146.8856529297
1693,315899.92437628127
1468,218672.21205942737
1430,199335.14142427384
2605,159578.29634149844
1529,203058.66883216437
335,149214.85657405332
1287,114891.18532370527
31,91219.7519862453
1785,308247.18128465785
82,160013.22863264006
2620,127759.07012575009
252,179003.83307768166
721,61390.26532996097
2165,191441.79218765956
2316,198055.85078724904
775,135602.59232547873
1558,93637.44236031728
17,214134.28006169142
1022,230231.66107210267
925,131068.82919514285
438,275921.0824883247
1270,130389.66384712234
1272,130245.49399798724
215,134728.20007934095
266,225886.87610742118
2402,284328.35982461716
1250,131460.0726142539
1984,108066.66699373208
1279,147182.94160196133
377,246612.64857223182
1252,103030.21266949
2156,254310.23666359455
499,315368.22167086985
